Well,Protein Name,Gene Symbol,Cq_mr108_pos,Cq_mr111_pos,Cq_mr113_pos,Cq_mr89_pos,Cq_mr97_pos,Cq_mr98_pos,Cq_mr108_neg,Cq_mr111_neg,Cq_mr113_neg,Cq_mr89_neg,Cq_mr97_neg,Cq_mr98_neg,Class,TWS opdeling,Norm_mr108_pos,Norm_mr111_pos,Norm_mr113_pos,Norm_mr89_pos,Norm_mr97_pos,Norm_mr98_pos,Norm_mr108_neg,Norm_mr111_neg,Norm_mr113_neg,Norm_mr89_neg,Norm_mr97_neg,Norm_mr98_neg,log2_Norm_mr108_pos,log2_Norm_mr111_pos,log2_Norm_mr113_pos,log2_Norm_mr89_pos,log2_Norm_mr97_pos,log2_Norm_mr98_pos,log2_Norm_mr108_neg,log2_Norm_mr111_neg,log2_Norm_mr113_neg,log2_Norm_mr89_neg,log2_Norm_mr97_neg,log2_Norm_mr98_neg,pvalues,-log10(pvalue),log2_FC
K06,Lysophosphatidic acid receptor 5,Lpar5,33.06,36.87,33.8,34.44,33.86,27.91,32.57,30.78,34.45,40,39.51,37.84,A,Lipid messenger receptors,3.837056477,0.273573425,2.29739671,1.474269217,2.203810232,136.2393834,5.388934307,18.63573738,1.464085696,0.03125,0.043888902,0.139660892,1.94,-1.87,1.2,0.56,1.14,7.09,2.43,4.22,0.55,-5,-4.51,-2.84,0.227686348,0.642663009,2.535
K07,Lysophosphatidic acid receptor 6,Lpar6,26.64,27.57,26.49,26.06,25.55,25.53,23.63,23.47,26.01,27.64,26.42,24.7,A,Nucloside/nucleotide receptors,328.5570298,172.4458978,364.5568501,491.1432291,699.4126115,709.1760477,2646.738597,2957.166992,508.4633577,164.2785149,382.6814077,1260.691879,8.36,7.43,8.51,8.94,9.45,9.47,11.37,11.53,8.99,7.36,8.58,10.3,0.21202016,0.673622841,-0.995
K08,Latrophilin 1,Adgrl1,27.97,33.91,27.17,28.08,27.82,29.51,32.22,32.79,30.54,28.87,27.17,31.56,B,Family B Adhesion Receptors,130.6895521,2.128740365,227.5437264,121.0953788,145.0091373,44.94223602,6.868523492,4.626752736,22.00866909,70.03479688,227.5437264,10.85283462,7.03,1.09,7.83,6.92,7.18,5.49,2.78,2.21,4.46,6.13,7.83,3.44,0.305920378,0.514391592,1.448333333
K09,Latrophilin 2,Adgrl2,21.66,25.95,23.75,21.71,21.08,21.84,22.85,22.3,22.58,22.56,21,22.74,B,Family B Adhesion Receptors,10369.07802,530.055641,2435.496172,10015.86915,15500.20848,9152.816235,4544.796558,6653.971631,5480.151264,5556.651325,16384,4904.872774,13.34,9.05,11.25,13.29,13.92,13.16,12.15,12.7,12.42,12.44,14,12.26,0.69318477,0.159150988,-0.326666667
K10,Latrophilin 3,Adgrl3,24.14,32.47,27.2,24.05,23.82,25.01,26.31,27.02,26.71,24.11,23.71,25.16,B,Family B Adhesion Receptors,1858.59923,5.775716782,222.8609442,1978.237602,2320.146197,1016.926715,413.0005807,252.4755724,312.9959111,1897.652351,2503.967289,916.5056726,10.86,2.53,7.8,10.95,11.18,9.99,8.69,7.98,8.29,10.89,11.29,9.84,0.688533232,0.162075094,-0.611666667
K11,Leukotriene B4 receptor 1,Ltb4r1,36.23,38.44,35.47,35.93,40,37,36.63,40,35.64,40,36.53,40,A,Lipid messenger receptors,0.426317446,0.092141826,0.721964598,0.524858342,0.03125,0.25,0.323088208,0.03125,0.641712949,0.03125,0.346277367,0.03125,-1.23,-3.44,-0.47,-0.93,-5,-2,-1.63,-5,-0.64,-5,-1.53,-5,0.406657683,0.390771019,0.955
K12,Leukotriene B4 receptor 2,Ltb4r2,33,40,36.52,40,30.77,40,36.54,40,35.78,40,40,40,A,Lipid messenger receptors,4,0.03125,0.348685917,0.03125,18.76535919,0.03125,0.343885455,0.03125,0.582366793,0.03125,0.03125,0.03125,2,-5,-1.52,-5,4.23,-5,-1.54,-5,-0.78,-5,-5,-5,0.301277571,0.521033198,2.005
K13,MAS1 oncogene,Mas1,33.48,40,36.29,32.42,29.03,31.02,32.06,34.93,35.05,40,26.67,28.85,A,Class A Orphans,2.867910496,0.03125,0.408951029,5.979396995,62.68289905,15.77972327,7.674112955,1.049716684,0.965936329,0.03125,321.7954239,71.01244621,1.52,-5,-1.29,2.58,5.97,3.98,2.94,0.07,-0.05,-5,8.33,6.15,0.764250694,0.116764158,-0.78
K14,Melanocortin 1 receptor,Mc1r,33.49,35.21,34.52,36.77,37.8,37.6,33.6,36.13,32.76,37.32,38.01,40,A,Peptide hormone receptors,2.848100391,0.864537231,1.394743666,0.293208737,0.143587294,0.164938489,2.639015822,0.456915725,4.723970646,0.200267469,0.124136562,0.03125,1.51,-0.21,0.48,-1.77,-2.8,-2.6,1.4,-1.13,2.24,-2.32,-3.01,-5,0.766733326,0.11535566,0.405
K15,Melanocortin 2 receptor,Mc2r,35.42,37.19,34.81,34.43,29.94,39.94,31.83,35.78,33.54,27.69,38.21,35.16,A,Peptide hormone receptors,0.747424624,0.21915143,1.140763716,1.484523571,33.35890435,0.032577055,9.000467878,0.582366793,2.751083636,158.6825856,0.108067154,0.895025071,-0.42,-2.19,0.19,0.57,5.06,-4.94,3.17,-0.78,1.46,7.31,-3.21,-0.16,0.448342694,0.348389903,-1.586666667
K16,Melanocortin 3 receptor,Mc3r,28,32.48,29.26,27.34,27.12,28.88,35.81,31.6,34.44,34.61,30.5,37.11,A,Peptide hormone receptors,128,5.735820992,53.44562684,202.2505758,235.5680386,69.5510312,0.570381858,10.55606329,1.474269217,1.310393404,22.627417,0.231647015,7,2.52,5.74,7.66,7.88,6.12,-0.81,3.4,0.56,0.39,4.5,-2.11,0.002657699,2.57549413,5.165
K17,Melanocortin 4 receptor,Mc4r,29.05,28.68,29.13,27.68,26.28,27.29,28.17,28.71,32.19,40,29.14,28.77,A,Peptide hormone receptors,61.81992505,79.89315513,58.48521281,159.7863103,421.6786008,209.382927,113.7718632,78.24897777,7.012845771,0.03125,58.08122594,75.06143675,5.95,6.32,5.87,7.32,8.72,7.71,6.83,6.29,2.81,-5,5.86,6.23,0.13207389,0.879183031,3.145
K18,Melanocortin 5 receptor,Mc5r,32.21,35.77,33.46,31.88,33.09,34.58,31.29,31.08,32.59,38.44,26.76,40,A,Peptide hormone receptors,6.91629785,0.586417475,2.907945035,8.6938789,3.758090997,1.337927555,13.08643294,15.13692235,5.314743256,0.092141826,302.3341213,0.03125,2.79,-0.77,1.54,3.12,1.91,0.42,3.71,3.92,2.41,-3.44,8.24,-5,0.949161326,0.022659966,-0.138333333
K19,Melanin-concentrating hormone receptor 1,Mchr1,26.8,33.84,35.52,26.88,26.8,29.72,31.32,30.09,25.93,27.19,24.98,27.19,A,Peptide hormone receptors,294.0667789,2.234574276,0.697371833,278.2041248,294.0667789,38.8542363,12.81711804,30.06472797,537.454942,224.4110647,1038.294507,224.4110647,8.2,1.16,-0.52,8.12,8.2,5.28,3.68,4.91,9.07,7.81,10.02,7.81,0.279264493,0.55398428,-2.143333333
K20,"MAS-related GPR, member B2",Mrgprb2,32.1,36.12,32.99,38.03,37.57,37.95,34.63,36.19,33.17,40,37.2,40,A,Class A Orphans,7.464263932,0.460093825,4.0278222,0.122427537,0.168404197,0.129408115,1.292352831,0.438302861,3.555370725,0.03125,0.217637641,0.03125,2.9,-1.12,2.01,-3.03,-2.57,-2.95,0.37,-1.19,1.83,-5,-2.2,-5,0.508518302,0.293693412,1.071666667
K21,"MAS-related GPR, member B4",Mrgprb4,32.49,33.85,30.88,35.52,35.66,35.09,33.75,34.1,32.68,35.61,36.01,34.97,A,Class A Orphans,5.696200782,2.219138944,17.3877578,0.697371833,0.632878297,0.939522749,2.37841423,1.866065983,4.993322196,0.655196702,0.496546248,1.021012126,2.51,1.15,4.12,-0.52,-0.66,-0.09,1.25,0.9,2.32,-0.61,-1.01,0.03,0.530521541,0.275296977,0.605
K22,"MAS-related GPR, member B5",Mrgprb5,36.7,40,35.75,40,40,40,30.01,38.3,33.55,40,40,40,A,Class A Orphans,0.307786103,0.03125,0.594603558,0.03125,0.03125,0.03125,31.77895985,0.10153155,2.732080514,0.03125,0.03125,0.03125,-1.7,-5,-0.75,-5,-5,-5,4.99,-3.3,1.45,-5,-5,-5,0.376065253,0.424736792,-1.765
K23,"MAS-related GPR, member D",Mrgprd,32.42,32.63,33.49,35.73,36.66,34.78,34.81,37.76,32.88,35.68,35.11,35.8,A,Class A Orphans,5.979396995,5.169411323,2.848100391,0.602903914,0.316439148,1.164733586,1.140763716,0.147624083,4.34693945,0.624165274,0.926588062,0.574349177,2.58,2.37,1.51,-0.73,-1.66,0.22,0.19,-2.76,2.12,-0.68,-0.11,-0.8,0.295415363,0.529566923,1.055
K24,"MAS-related GPR, member E",Mrgpre,27.07,32.9,31.53,27.74,27.11,31.93,31.01,30.58,30.71,26.46,28.5,27.81,A,Class A Orphans,243.8753275,4.28709385,11.08087574,153.2772742,237.2065438,8.397733469,15.88947993,21.40684088,19.56224444,372.2169644,90.50966799,146.0177556,7.93,2.1,3.47,7.26,7.89,3.07,3.99,4.42,4.29,8.54,6.5,7.19,0.696894446,0.156832997,-0.535
L01,"MAS-related GPR, member F",Mrgprf,32.87,35.77,31.84,34.02,38.29,37.2,32.88,35.05,32.62,32.83,36.89,34.49,A,Class A Orphans,4.377174805,0.586417475,8.938297105,1.972465409,0.102237757,0.217637641,4.34693945,0.965936329,5.205367422,4.500233939,0.269807059,1.424050196,2.13,-0.77,3.16,0.98,-3.29,-2.2,2.12,-0.05,2.38,2.17,-1.89,0.51,0.496924936,0.303709209,-0.871666667
L02,"MAS-related GPR, member G",Mrgprg,34.84,39.52,34.5,40,40,38.05,35.13,36.56,33.64,40,31.83,37.9,A,Class A Orphans,1.117287138,0.04358574,1.414213562,0.03125,0.03125,0.120742041,0.91383145,0.339151082,2.566851795,0.03125,9.000467878,0.133971683,0.16,-4.52,0.5,-5,-5,-3.05,-0.13,-1.56,1.36,-5,3.17,-2.9,0.242524376,0.615244604,-1.975
L03,"MAS-related GPR, member H",Mrgprh,35.68,40,35.07,35.03,40,32.57,37.13,34.84,35.82,40,40,40,A,Class A Orphans,0.624165274,0.03125,0.952637998,0.979420298,0.03125,5.388934307,0.228457863,1.117287138,0.566441943,0.03125,0.03125,0.03125,-0.68,-5,-0.07,-0.03,-5,2.43,-2.13,0.16,-0.82,-5,-5,-5,0.334537062,0.475555762,1.573333333
L04,"MAS-related GPR, member X1",Mrgprx1,32.58,35.49,32.01,36.5,36.56,37.19,33.86,35.01,32.11,38.55,36.53,37.25,A,Class A Orphans,5.351710219,0.712025098,7.944739963,0.353553391,0.339151082,0.21915143,2.203810232,0.993092495,7.412704495,0.085377516,0.346277367,0.210224104,2.42,-0.49,2.99,-1.5,-1.56,-2.19,1.14,-0.01,2.89,-3.55,-1.53,-2.25,0.714731327,0.145857182,0.496666667
L05,"MAS-related GPR, member X2",Mrgprx2,40,40,38.2,40,40,40,40,40,38.59,40,40,40,A,Class A Orphans,0.03125,0.03125,0.10881882,0.03125,0.03125,0.03125,0.03125,0.03125,0.083042863,0.03125,0.03125,0.03125,-5,-5,-3.2,-5,-5,-5,-5,-5,-3.59,-5,-5,-5,0.867966601,0.061496986,0.065
L06,Melatonin receptor 1A,Mtnr1a,31.95,30.22,32.51,29.27,33.99,35.47,33.28,34.96,32.44,40,34.54,36.65,A,Neurotransmitter receptors,8.282119391,27.47409397,5.617779503,53.07645093,2.0139111,0.721964598,3.294364069,1.028113827,5.897076869,0.03125,1.375541818,0.318640157,3.05,4.78,2.49,5.73,1.01,-0.47,1.72,0.04,2.56,-5,0.46,-1.65,0.060420313,1.218817029,3.076666667
L07,Melatonin receptor 1B,Mtnr1b,32.66,35.81,33.19,38.01,35.13,36.97,34.76,34.55,32.74,40,36.77,40,A,Neurotransmitter receptors,5.063026376,0.570381858,3.506422885,0.124136562,0.91383145,0.255253031,1.180992661,1.366040257,4.789914818,0.03125,0.293208737,0.03125,2.34,-0.81,1.81,-3.01,-0.13,-1.97,0.24,0.45,2.26,-5,-1.77,-5,0.451189698,0.345640825,1.175
L08,Niacin receptor 1,Hcar2,35.45,40,35.56,40,31.77,40,36.96,38.05,35.25,40,40,35.63,A,Chemosensors,0.732042848,0.03125,0.678302164,0.03125,9.382679594,0.03125,0.257028457,0.120742041,0.840896415,0.03125,0.03125,0.646176415,-0.45,-5,-0.56,-5,3.23,-5,-1.96,-3.05,-0.25,-5,-5,-0.63,0.757821536,0.120433057,0.518333333
L09,Neuromedin B receptor,Nmbr,28.48,33.34,30,27.65,25.92,28.69,25.95,24.83,24.63,28.05,24.23,28.63,A,Neuropeptide receptors,91.77313587,3.160165247,32,163.1437603,541.1932368,79.3412928,530.055641,1152.059888,1323.369299,123.6398501,1746.196258,82.71058116,6.52,1.66,5,7.35,9.08,6.31,9.05,10.17,10.37,6.95,10.77,6.37,0.043047677,1.36605028,-2.96
L10,Neuromedin U receptor 1,Nmur1,31.26,36.68,35.11,30.48,27.67,34.52,31.19,30.44,32.2,39.22,25.27,31.03,A,Neuropeptide receptors,13.36140671,0.312082637,0.926588062,22.94328397,160.8977119,1.394743666,14.02569154,23.58830748,6.964404506,0.05366034,849.2232149,15.67072476,3.74,-1.68,-0.11,4.52,7.33,0.48,3.81,4.56,2.8,-4.22,9.73,3.97,0.653082131,0.185032199,-1.061666667
L11,Neuromedin U receptor 2,Nmur2,30.87,38.89,34.94,33.69,40,40,32.04,33.72,36.01,40,30.01,40,A,Neuropeptide receptors,17.50869922,0.067451765,1.042465761,2.4794154,0.03125,0.03125,7.781239579,2.428389769,0.496546248,0.03125,31.77895985,0.03125,4.13,-3.89,0.06,1.31,-5,-5,2.96,1.28,-1.01,-5,4.99,-5,0.641489966,0.192810133,-1.101666667
L12,Neuropeptides B/W receptor 1,Npbwr1,27.57,33.65,34.47,28.75,31.04,32.19,32.89,36.94,33.59,40,29.52,40,A,Neuropeptide receptors,172.4458978,2.549121255,1.443929196,76.10925536,15.56247916,7.012845771,4.316912946,0.26061644,2.657371628,0.03125,44.63179732,0.03125,7.43,1.35,0.53,6.25,3.96,2.81,2.11,-1.94,1.41,-5,5.48,-5,0.066604711,1.17649505,4.211666667
L13,Neuropeptide FF receptor 1,Npffr1,32.06,40,36.86,34.64,32.78,40,40,40,34.98,40,36.95,40,A,Neuropeptide receptors,7.674112955,0.03125,0.275476279,1.283425898,4.658934346,0.03125,0.03125,0.03125,1.01395948,0.03125,0.258816231,0.03125,2.94,-5,-1.86,0.36,2.22,-5,-5,-5,0.02,-5,-1.95,-5,0.151762224,0.818836318,2.598333333
L14,Neuropeptide FF receptor 2,Npffr2,30.27,35.92,33.52,33.18,40,34.25,33.35,28.97,32.23,25.09,31,35.09,A,Neuropeptide receptors,26.53822547,0.52850902,2.789487333,3.530811985,0.03125,1.681792831,3.138336392,65.34477605,6.821079134,962.0712952,16,0.939522749,4.73,-0.92,1.48,1.82,-5,0.75,1.65,6.03,2.77,9.91,4,-0.09,0.099286543,1.003109608,-3.568333333
L15,Neuropeptide S receptor 1,Npsr1,27.78,33.97,33.63,26.99,25.29,24.29,29.32,27.82,31.19,40,28.61,28.18,A,Neuropeptide receptors,149.0858991,2.042024251,2.584705661,257.7806208,837.531708,1675.063416,51.26847217,145.0091373,14.02569154,0.03125,83.86517785,112.9859835,7.22,1.03,1.37,8.01,9.71,10.71,5.68,7.18,3.81,-5,6.39,6.82,0.408760804,0.388530755,2.195
L16,Neuropeptide Y receptor Y1,Npy1r,24.53,27.04,25.65,24.19,24.44,26.32,26.6,25.59,27.12,29.88,25.42,28.61,A,Neuropeptide receptors,1418.352095,248.9996665,652.5750412,1795.288517,1509.651679,410.1477773,337.7940252,680.2871368,235.5680386,34.7755156,765.3628153,83.86517785,10.47,7.96,9.35,10.81,10.56,8.68,8.4,9.41,7.88,5.12,9.58,6.39,0.057145656,1.243016774,1.841666667
L17,Neuropeptide Y receptor Y2,Npy2r,31.17,40,40,30.66,25.49,32.33,27.27,27.93,31.67,25.53,25.73,31.34,A,Neuropeptide receptors,14.2214829,0.03125,0.03125,20.2521055,729.1137001,6.36429187,212.3058037,134.3637355,10.056107,709.1760477,617.3736078,12.64066099,3.83,-5,-5,4.34,9.51,2.67,7.73,7.07,3.33,9.47,9.27,3.66,0.079530712,1.099465131,-5.03
L18,Pancreatic polypeptide receptor 1,Npy4r,28.35,37.2,36.12,29.99,31.03,38.98,33.58,38.12,33.8,40,40,31.97,A,Neuropeptide receptors,100.4267645,0.217637641,0.460093825,32.2225776,15.67072476,0.063372467,2.67585511,0.115023456,2.29739671,0.03125,0.03125,8.168097006,6.65,-2.2,-1.12,5.01,3.97,-3.98,1.42,-3.12,1.2,-5,-5,3.03,0.278652516,0.554937032,2.633333333
L19,Neuropeptide Y receptor Y5,Npy5r,30.2,33.77,37.71,28.13,30.55,30.1,31.11,30.57,28.98,40,32.28,29,A,Neuropeptide receptors,27.85761803,2.345669898,0.152830035,116.9704256,21.85664411,29.85705573,14.82540899,21.55573723,64.89340671,0.03125,6.588728138,64,4.8,1.23,-2.71,6.87,4.45,4.9,3.89,4.43,6.02,-5,2.72,6,0.912678101,0.03968237,0.246666667
L20,Neuropeptide Y receptor Y6,Npy6r,37.05,40,37.31,35.52,40,40,39.01,31.82,34.46,40,40,40,A,Neuropeptide receptors,0.241484082,0.03125,0.20166044,0.697371833,0.03125,0.03125,0.062068281,9.063071082,1.453972517,0.03125,0.03125,0.03125,-2.05,-5,-2.31,-0.52,-5,-5,-4.01,3.18,0.54,-5,-5,-5,0.652412445,0.185477763,-0.765
L21,Neurotensin receptor 1,Ntsr1,24.03,36.88,28.94,24.64,25.03,24.85,30.76,32.08,34.59,31.48,24.14,26.9,A,Peptide hormone receptors,2005.852769,0.271683716,66.71780869,1314.228119,1002.926385,1136.199139,18.89588258,7.568461174,1.328685814,11.47164198,1858.59923,274.3740064,10.97,-1.88,6.06,10.36,9.97,10.15,4.24,2.92,0.41,3.52,10.86,8.1,0.332977902,0.477584588,2.596666667
L22,Neurotensin receptor 2,Ntsr2,27.67,29.85,30.81,27.56,25.01,24.05,25.69,25.86,26.64,37.7,24.24,23.04,A,Peptide hormone receptors,160.8977119,35.50622311,18.25221945,173.6453539,1016.926715,1978.237602,634.7303424,564.1754193,328.5570298,0.153893052,1734.1344,3983.994665,7.33,5.15,4.19,7.44,9.99,10.95,9.31,9.14,8.36,-2.7,10.76,11.96,0.904760424,0.043466405,-0.296666667
L23,Opsin 3,Opn3,25.18,28.12,25.6,25.23,24.58,24.27,25.94,25.22,27.16,24.54,25.81,26.12,A,X group,903.8878682,117.7840193,675.5880503,873.0981292,1370.037816,1698.44643,533.7424696,879.1710069,229.1264182,1408.554822,584.0710225,471.1360771,9.82,6.88,9.4,9.77,10.42,10.73,9.06,9.78,7.84,10.46,9.19,8.88,0.660227033,0.180306698,0.301666667
L24,Opsin 4 (melanopsin),Opn4,31.04,35.04,31.62,37.71,38.37,37.43,33.32,35.42,31.62,40,34.3,34.98,A,X group,15.56247916,0.972654947,10.41073484,0.152830035,0.096722812,0.185565446,3.20427951,0.747424624,10.41073484,0.03125,1.624504793,1.01395948,3.96,-0.04,3.38,-2.71,-3.37,-2.43,1.68,-0.42,3.38,-5,0.7,0.02,0.883790381,0.05365073,-0.261666667
M01,Opsin 5,Opn5,37.21,40,40,40,40,40,40,38.43,40,40,40,40,A,X group,0.216134308,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.092782723,0.03125,0.03125,0.03125,0.03125,-2.21,-5,-5,-5,-5,-5,-5,-3.43,-5,-5,-5,-5,0.711113074,0.148061337,0.203333333
M02,"Opioid receptor, delta 1",Oprd1,33.76,36.56,36.19,35.23,36.75,37.1,34.9,34.04,34.91,29.46,29.63,40,A,Neuropeptide receptors,2.361985323,0.339151082,0.438302861,0.852634892,0.297301779,0.233258248,1.071773463,1.945309895,1.064370182,46.52712055,41.35529058,0.03125,1.24,-1.56,-1.19,-0.23,-1.75,-2.1,0.1,0.96,0.09,5.54,5.37,-5,0.238527718,0.622461148,-2.108333333
M03,"Opioid receptor, kappa 1",Oprk1,22.46,25.87,24.71,21.54,22.43,22.51,25.24,25.84,25.45,33.02,24.28,26.86,A,Neuropeptide receptors,5955.471431,560.278375,1251.983644,11268.43857,6080.608545,5752.606211,867.0671999,572.0510147,749.6118763,3.944930818,1686.714403,282.0877097,12.54,9.13,10.29,13.46,12.57,12.49,9.76,9.16,9.55,1.98,10.72,8.14,0.036307795,1.440000129,3.528333333
M04,Opioid receptor-like 1,Oprl1,25.45,29.08,27.02,24.14,23.29,24.9,26.16,26.51,27.76,32.62,24.71,26.91,A,Neuropeptide receptors,749.6118763,60.54768939,252.4755724,1858.59923,3350.126832,1097.496026,458.2528363,359.5378882,151.1670607,5.205367422,1251.983644,272.4787667,9.55,5.92,7.98,10.86,11.71,10.1,8.84,8.49,7.24,2.38,10.29,8.09,0.229620902,0.638988582,1.798333333
M05,"Opioid receptor, mu 1",Oprm1,28.26,28.32,24.73,26.85,25.77,26.15,25.8,26.06,27.92,30.97,24.84,25.84,A,Neuropeptide receptors,106.8912537,102.5369443,1234.747216,284.0497848,600.491494,461.4402369,588.1335578,491.1432291,135.2983092,16.33619401,1144.102029,572.0510147,6.74,6.68,10.27,8.15,9.23,8.85,9.2,8.94,7.08,4.03,10.16,9.16,0.839201292,0.076133856,0.225
M06,Oxoglutarate (alpha-ketoglutarate) receptor 1,Oxgr1,32.56,34.78,32.16,30.51,30.53,31.11,33.2,30.15,30.64,39.59,36.92,37.25,A,Class A Orphans,5.42641731,1.164733586,7.160200567,22.47111801,22.16175149,14.82540899,3.482202253,28.8400148,20.53481436,0.041521432,0.26425451,0.210224104,2.44,0.22,2.84,4.49,4.47,3.89,1.8,4.85,4.36,-4.59,-1.92,-2.25,0.14817615,0.829221695,2.683333333
M07,Oxytocin receptor,Oxtr,30.21,40,37.8,35.26,40,40,40,38.5,35.8,40,40,40,A,Peptide hormone receptors,27.6651914,0.03125,0.143587294,0.835087919,0.03125,0.03125,0.03125,0.088388348,0.574349177,0.03125,0.03125,0.03125,4.79,-5,-2.8,-0.26,-5,-5,-5,-3.5,-0.8,-5,-5,-5,0.315967651,0.500357379,1.838333333
M08,"Purinergic receptor P2Y, G-protein coupled 1",P2ry1,27.15,37.65,33.99,26.3,25.73,28.29,30.04,28.43,30.75,30.11,24.57,28.11,A,Nucloside/nucleotide receptors,230.7201184,0.159320078,2.0139111,415.8732269,617.3736078,104.6914635,31.12495832,95.00950852,19.02731384,29.65081798,1379.567183,118.6032719,7.85,-2.65,1.01,8.7,9.27,6.71,4.96,6.57,4.25,4.89,10.43,6.89,0.599356677,0.222314652,-1.183333333
M09,"Purinergic receptor P2Y, G-protein coupled 10",P2ry10,33.03,36.19,33.66,33.85,37.73,33.08,29.83,30.87,33.54,40,40,40,A,Nucloside/nucleotide receptors,3.91768119,0.438302861,2.531513188,2.219138944,0.150725978,3.784230587,36.00187151,17.50869922,2.751083636,0.03125,0.03125,0.03125,1.97,-1.19,1.34,1.15,-2.73,1.92,5.17,4.13,1.46,-5,-5,-5,0.611986179,0.213258386,1.116666667
M10,"Purinergic receptor P2Y, G-protein coupled 12",P2ry12,27.29,29.48,24.84,27.69,24.23,26.54,26.85,26.5,27.79,26.67,22.53,21.06,A,Nucloside/nucleotide receptors,209.382927,45.88656794,1144.102029,158.6825856,1746.196258,352.1387054,284.0497848,362.038672,148.0560875,321.7954239,5673.408381,15716.58333,7.71,5.52,10.16,7.31,10.77,8.46,8.15,8.5,7.21,8.33,12.47,13.94,0.315853183,0.500514742,-1.445
M11,"Purinergic receptor P2Y, G-protein coupled 13",P2ry13,29.03,29.79,36.92,29.66,26.96,30.25,28.91,30.56,36.04,27.92,28.9,23.54,A,Nucloside/nucleotide receptors,62.68289905,37.01402188,0.26425451,40.50421101,263.1971396,26.90868529,68.11969168,21.70566924,0.486327474,135.2983092,68.5935016,2817.109644,5.97,5.21,-1.92,5.34,8.04,4.75,6.09,4.44,-1.04,7.08,6.1,11.46,0.613832839,0.211949882,-1.123333333
M12,"Purinergic receptor P2Y, G-protein coupled, 14",P2ry14,25.99,29.95,31.1,26.9,27.23,28.12,25.75,26.82,31.08,29.55,26.43,25.3,A,Nucloside/nucleotide receptors,515.5612416,33.12847756,14.92852786,274.3740064,218.2745323,117.7840193,608.8740429,290.0182746,15.13692235,43.71328822,380.0380341,831.7464539,9.01,5.05,3.9,8.1,7.77,6.88,9.25,8.18,3.92,5.45,8.57,9.7,0.568334013,0.245396352,-0.726666667
M13,"Purinergic receptor P2Y, G-protein coupled 2",P2ry2,28.46,38.82,36.16,30.56,27.7,40,33.05,37.14,35.63,40,38.99,40,A,Nucloside/nucleotide receptors,93.05424111,0.070805243,0.447512535,21.70566924,157.5864849,0.03125,3.863745316,0.226879789,0.646176415,0.03125,0.062934722,0.03125,6.54,-3.82,-1.16,4.44,7.3,-5,1.95,-2.14,-0.63,-5,-3.99,-5,0.150314269,0.822999789,3.851666667
M14,"Pyrimidinergic receptor P2Y, G-protein coupled, 4",P2ry4,33.63,35.66,33.69,40,40,38.54,35.1,33.89,33.44,40,36.16,40,A,Nucloside/nucleotide receptors,2.584705661,0.632878297,2.4794154,0.03125,0.03125,0.085971364,0.933032992,2.158456473,2.948538435,0.03125,0.447512535,0.03125,1.37,-0.66,1.31,-5,-5,-3.54,-0.1,1.11,1.56,-5,-1.16,-5,0.780352428,0.107709214,-0.488333333
M15,"Pyrimidinergic receptor P2Y, G-protein coupled, 6",P2ry6,29.56,34.79,34.22,32.22,30.48,25.82,29.67,30.9,32.56,37.74,26.6,24.61,A,Nucloside/nucleotide receptors,43.41133848,1.156688184,1.717130873,6.868523492,22.94328397,580.0365493,40.22442798,17.1483754,5.42641731,0.149684838,337.7940252,1341.842846,5.44,0.21,0.78,2.78,4.52,9.18,5.33,4.1,2.44,-2.74,8.4,10.39,0.727199812,0.138346242,-0.835
M16,Prolactin releasing hormone receptor,Prlhr,27.06,40,36.48,27.57,28.17,28.47,30.2,29.8,33.11,40,28.78,40,A,Peptide hormone receptors,245.5716145,0.03125,0.358488812,172.4458978,113.7718632,92.41146851,27.85761803,36.75834736,3.706352248,0.03125,74.54294953,0.03125,7.94,-5,-1.48,7.43,6.83,6.53,4.8,5.2,1.89,-5,6.22,-5,0.46109424,0.336210303,2.356666667
M17,Prokineticin receptor 1,Prokr1,31.58,34.79,32.06,33.97,35.31,28.96,30.68,31.7,31.51,38.86,32.05,35.12,A,Prokineticin receptors,10.70342044,1.156688184,7.674112955,2.042024251,0.806641759,65.79928491,19.97328878,9.849155307,11.23555901,0.06886907,7.727490631,0.920187651,3.42,0.21,2.94,1.03,-0.31,6.04,4.32,3.3,3.49,-3.86,2.95,-0.12,0.741991952,0.129600805,0.541666667
M18,Prokineticin receptor 2,Prokr2,26.08,26.92,30.17,25.83,25.26,27.7,26.43,26.69,28.63,37.28,25.11,25.28,A,Prokineticin receptors,484.3815151,270.5966184,28.4429658,576.0299442,855.1300295,157.5864849,380.0380341,317.3651712,82.71058116,0.205897754,948.8261754,843.3572017,8.92,8.08,4.83,9.17,9.74,7.3,8.57,8.31,6.37,-2.28,9.89,9.72,0.551146196,0.258733186,1.243333333
M19,Platelet-activating factor receptor,Ptafr,40,40,40,40,40,40,40,40,34.33,40,40,31.64,A,Inflammation peptide receptors,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,0.03125,1.591072968,0.03125,0.03125,10.26740718,-5,-5,-5,-5,-5,-5,-5,-5,0.67,-5,-5,3.36,0.154759495,0.810342695,-2.338333333
